1797,103,691.813,265.783
1810,101,695.786,454.266
1823,105,251.807,111.375
1824,103,688.654,280.442
1836,103,692.781,278.319
1854,105,266.756,122.437
1882,105,258.228,124.933
1908,104,127.661,347.859
1917,103,689.784,263.666
1943,105,230.787,153.578
1950,102,537.746,29.4977
1955,104,119.062,338.34
1960,86,117.548,338.478
1961,102,532.729,27.8739
1970,103,686.911,268.025
1985,47,526.536,12.5057
1994,101,689.481,449.059
2011,105,192.844,180.144
2012,101,676.604,462.733
2017,102,546.42,29.2153
2031,47,550.811,12.5784
2032,102,551.202,16.4686
2064,101,624.452,469.077
2070,51,665.042,183.5
2093,85,596.834,453.559
2094,104,120.464,363.026
2107,103,687.454,190.429
2114,102,535.662,30.4792
2123,104,96.5155,365.206
2136,51,686.657,185.63
2157,51,691.637,182.174
2163,104,97.0303,352.279
2172,102,500.477,48.7469
2176,101,574.736,476.198
2199,104,108.312,358.805
2204,102,513.421,49.6975
2215,102,512.711,58.0648
2221,104,99.196,346.934
2227,72,60.1019,320.35
2230,101,584.285,463.755
2238,101,589.817,466.989
2238,104,97.814,332.675
2241,105,59.6384,318.506
2269,104,110.105,315.098
2303,104,108.051,344.051
2308,105,21.9148,312.546
2310,102,480.382,55.7081
2313,103,656.406,104.642
2314,105,26.1107,308.781
2332,104,121.033,365.373
2357,102,476.51,43.7804
2359,102,477.855,43.7585
2403,74,685.517,495.553
2405,102,480.384,26.2622
2407,101,683.994,495.712
2438,101,674.081,486.911
2447,104,182.063,431.324
2480,104,187.105,437.915
2494,105,18.5058,204.239
2527,104,177.65,493.874
2538,105,42.9787,214.867
2540,103,663.693,162.886
2543,104,174.432,483.713
2585,101,674.858,399.182
2620,101,672.993,421.831
2639,103,657.953,156.914
2644,103,661.93,156.385
